domain_name,domain_type,agency,city,state,city_state,country,the_geom
ASHVILLEOHIO.GOV,City,Non-Federal Agency,Ashville,OH,"ASHVILLE, OH",United States,0101000020E61000005B99F04BFDBC54C0882EA86F99DB4340
ATHOL-MA.GOV,City,Non-Federal Agency,Athol,MA,"ATHOL, MA",United States,0101000020E61000008D976E12830E52C02384471B474C4540
ATKINSON-NH.GOV,City,Non-Federal Agency,Atkinson,NH,"ATKINSON, NH",United States,0101000020E6100000C520B07268C951C0FA27B858516B4540
ATLANTAGA.GOV,City,Non-Federal Agency,Atlanta,GA,"ATLANTA, GA",United States,0101000020E610000022E010AAD41855C01D5A643BDFDF4040
MTCRESTEDBUTTE-CO.GOV,City,Non-Federal Agency,Mount Crested Butte,CO,"MOUNT CRESTED BUTTE, CO",United States,0101000020E6100000766C04E275BD5AC064062AE3DF734340
ATLANTISFL.GOV,City,Non-Federal Agency,Atlantis,FL,"ATLANTIS, FL",United States,0101000020E6100000833463D1740654C0D734EF3845973A40
ATRISCO-NM.GOV,City,Non-Federal Agency,Atrisco,NM,"ATRISCO, NM",United States,0101000020E61000003541D47D00AC5AC026DF6C73638A4140
ATTICA-IN.GOV,City,Non-Federal Agency,Attica,IN,"ATTICA, IN",United States,0101000020E61000005DFE43FAEDCF55C0D93D7958A8254440
AUBREYTX.GOV,City,Non-Federal Agency,Aubrey,TX,"AUBREY, TX",United States,0101000020E61000009E7B0F971C3F58C0D769A4A5F2A64040
AUBURNMAINE.GOV,City,Non-Federal Agency,Auburn,ME,"AUBURN, ME",United States,0101000020E61000005BB1BFEC9E8E5EC00FB4024356A74740
SANDBOX.GOV,Federal Agency,General Services Administration,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
AUGUSTAMAINE.GOV,City,Non-Federal Agency,Augusta,ME,"AUGUSTA, ME",United States,0101000020E61000004AB54FC7637E54C0D5B2B5BE48BC4040
CRIMESOLUTIONS.GOV,Federal Agency,Department of Justice,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
AUGUSTAME.GOV,City,Non-Federal Agency,Augusta,ME,"AUGUSTA, ME",United States,0101000020E61000004AB54FC7637E54C0D5B2B5BE48BC4040
YDSP-NSN.GOV,Native Sovereign Nation,Non-Federal Agency,El Paso,TX,"EL PASO, TX",United States,0101000020E61000003E5C72DC299F5AC035D252793BC23F40
AUSTELLGA.GOV,City,Non-Federal Agency,Austell,GA,"AUSTELL, GA",United States,0101000020E6100000224F92AE992855C08733BF9A03E84040
UNIONCOUNTYGA.GOV,County,Non-Federal Agency,Blairsville,GA,"BLAIRSVILLE, GA",United States,0101000020E61000007BA01518B2D053C03A58FFE730374440
AUSTINTEXAS.GOV,City,Non-Federal Agency,Austin,TX,"AUSTIN, TX",United States,0101000020E6100000CFBD874B8E6F58C05C2041F163443E40
FRANKLIN-NJ.GOV,State/Local Govt,Non-Federal Agency,Somerset,NJ,"SOMERSET, NJ",United States,0101000020E6100000139B8F6B439F52C0AB3E575BB13F4440
AUSTINTX.GOV,City,Non-Federal Agency,Austin,TX,"AUSTIN, TX",United States,0101000020E6100000CFBD874B8E6F58C05C2041F163443E40
AVONCT.GOV,City,Non-Federal Agency,Avon,CT,"AVON, CT",United States,0101000020E6100000F5673F52448254C059A31EA2D1B94440
AVONDALEAZ.GOV,City,Non-Federal Agency,Avondale,AZ,"AVONDALE, AZ",United States,0101000020E61000009FABADD85F165CC09D11A5BDC1B74040
AZTECNM.GOV,City,Non-Federal Agency,Aztec,NM,"AZTEC, NM",United States,0101000020E61000005AF5B9DA8AFF5AC021E527D53E694240
BADENPA.GOV,City,Non-Federal Agency,Baden,PA,"BADEN, PA",United States,0101000020E610000011E4A084990E54C0DA5548F949514440
BAINBRIDGEWA.GOV,City,Non-Federal Agency,Bainbridge Island,WA,"BAINBRIDGE ISLAND, WA",United States,0101000020E61000007E5704FF5BA15EC0CE3637A627D04740
BALHARBOURFL.GOV,City,Non-Federal Agency,Bal Harbour,FL,"BAL HARBOUR, FL",United States,0101000020E6100000D23AAA9A200854C087E123624AE43940
BALTIMORECITY.GOV,City,Non-Federal Agency,Baltimore,MD,"BALTIMORE, MD",United States,0101000020E61000000C3CF71E2E2753C0CCB4FD2B2BA54340
BANGORMAINE.GOV,City,Non-Federal Agency,Bangor,ME,"BANGOR, ME",United States,0101000020E61000001D2098A3C73151C0CA1AF5108D664640
MTSHASTACA.GOV,City,Non-Federal Agency,Mount Shasta,CA,"MOUNT SHASTA, CA",United States,0101000020E61000009947FE60E0935EC07901F6D1A9A74440
BARRINGTON-IL.GOV,City,Non-Federal Agency,Barrington,IL,"BARRINGTON, IL",United States,0101000020E61000005665DF15C1D351C049BA66F2CDDE4440
MAX.GOV,Federal Agency,Executive Office of the President,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
BARRINGTONHILLS-IL.GOV,City,Non-Federal Agency,Barrington Hills,IL,"BARRINGTON HILLS, IL",United States,0101000020E6100000B21188D7F50956C04A0C022B87124540
BASTROPTX.GOV,City,Non-Federal Agency,Bastrop,TX,"BASTROP, TX",United States,0101000020E6100000992A1895D4F756C0CDCCCCCCCC604040
HAMILTONMA.GOV,State/Local Govt,Non-Federal Agency,South Hamilton,MA,"SOUTH HAMILTON, MA",United States,0101000020E610000067EDB60BCD2355C0541D7233DCB04340
BATTLECREEK-MI.GOV,City,Non-Federal Agency,Battle Creek,MI,"BATTLE CREEK, MI",United States,0101000020E6100000E8305F5E804B55C0228E75711B294540
THEPEOPLESGARDEN.GOV,Federal Agency,Department of Agriculture,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
BATTLECREEKMI.GOV,City,Non-Federal Agency,Battle Creek,MI,"BATTLE CREEK, MI",United States,0101000020E6100000E8305F5E804B55C0228E75711B294540
STCROIXFALLSWI.GOV,City,Non-Federal Agency,Saint Croix Falls,WI,"SAINT CROIX FALLS, WI",United States,0101000020E6100000BBB88D06F02857C08655BC9179B44640
BAXTERMN.GOV,City,Non-Federal Agency,Baxter,MN,"BAXTER, MN",United States,0101000020E6100000A3AF20CD589257C0C05B2041F12B4740
CNSS.GOV,Federal Agency,Department of Defense,Fort Meade,MD,"FORT MEADE, MD",United States,0101000020E6100000FDD98F14912F53C0FD87F4DBD78D4340
BAYSIDE-WI.GOV,City,Non-Federal Agency,Bayside,WI,"BAYSIDE, WI",United States,0101000020E610000020EF552B13045FC08FE4F21FD26B4440
BAYSTLOUIS-MS.GOV,City,Non-Federal Agency,Bay St. Louis,MS,"BAY ST. LOUIS, MS",United States,0101000020E6100000DE02098A1F5556C082AD122C0E4F3E40
BAYVILLENY.GOV,City,Non-Federal Agency,Bayville,NY,"BAYVILLE, NY",United States,0101000020E6100000040473F4F86352C01B0DE02D90744440
BEACHHAVEN-NJ.GOV,City,Non-Federal Agency,Beach Haven,NJ,"BEACH HAVEN, NJ",United States,0101000020E6100000C898BB96908F52C048A7AE7C96C74340
SCHELP.GOV,State/Local Govt,Non-Federal Agency,Columbia,SC,"COLUMBIA, SC",United States,0101000020E6100000B8E4B8533A4254C0DC63E94317004140
BEAUMONT-CA.GOV,City,Non-Federal Agency,Beaumont,CA,"BEAUMONT, CA",United States,0101000020E61000003FC6DCB5848657C020D26F5F07163E40
BEAUMONTTEXAS.GOV,City,Non-Federal Agency,Beaumont,TX,"BEAUMONT, TX",United States,0101000020E61000003FC6DCB5848657C020D26F5F07163E40
BEAVERCREEKOHIO.GOV,City,Non-Federal Agency,Beavercreek,OH,"BEAVERCREEK, OH",United States,0101000020E610000059349D9D0C0455C0C9AB730CC8DA4340
BEAVERPA.GOV,City,Non-Federal Agency,Beaver,PA,"BEAVER, PA",United States,0101000020E6100000641EF983811354C0E2CCAFE600594440
BEAVERTONOREGON.GOV,City,Non-Federal Agency,Beaverton,OR,"BEAVERTON, OR",United States,0101000020E6100000F65D11FC6FB35EC04A9869FB57BE4640
BEAVERTWP-OH.GOV,City,Non-Federal Agency,North Lima,OH,"NORTH LIMA, OH",United States,0101000020E6100000D15790662C2A54C03EEDF0D764794440
BEDFORDHEIGHTS.GOV,City,Non-Federal Agency,Bedford Heights,OH,"BEDFORD HEIGHTS, OH",United States,0101000020E6100000D97745F0BF6154C04C37894160B54440
WASHINGTONDC.GOV,State/Local Govt,Non-Federal Agency,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
BEDFORDMA.GOV,City,Non-Federal Agency,Bedford,MA,"BEDFORD, MA",United States,0101000020E61000007AC2120F284958C0C095ECD8086C4040
SERVEOHIO.GOV,State/Local Govt,Non-Federal Agency,Columbus,OH,"COLUMBUS, OH",United States,0101000020E61000009964E42CECBF54C0DEC83CF207FB4340
BEDFORDNY.GOV,City,Non-Federal Agency,Bedford Hills,NY,"BEDFORD HILLS, NY",United States,0101000020E61000002A1DACFF736C52C01F80D4264E9E4440
STPAULSNC.GOV,State/Local Govt,Non-Federal Agency,Saint Pauls,NC,"SAINT PAULS, NC",United States,0101000020E610000099F5622827BE53C05E4BC8073D674140
BEDFORDOH.GOV,City,Non-Federal Agency,Bedford,OH,"BEDFORD, OH",United States,0101000020E61000007AC2120F284958C0C095ECD8086C4040
BEDFORDTX.GOV,City,Non-Federal Agency,Bedford,TX,"BEDFORD, TX",United States,0101000020E61000007AC2120F284958C0C095ECD8086C4040
WVINSURANCE.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,"CHARLESTON, WV",United States,0101000020E61000004FCC7A3194FB53C0018750A566634040
BEDFORDVA.GOV,City,Non-Federal Agency,Bedford,VA,"BEDFORD, VA",United States,0101000020E61000007AC2120F284958C0C095ECD8086C4040
BEECAVETEXAS.GOV,City,Non-Federal Agency,Bee Cave,TX,"BEE CAVE, TX",United States,0101000020E61000002619390B7B7C58C00282397AFC4E3E40
BELAIREKS.GOV,City,Non-Federal Agency,Bel Aire,KS,"BEL AIRE, KS",United States,0101000020E61000000708E6E8F19F5EC065C746205EF34240
BELEN-NM.GOV,City,Non-Federal Agency,Belen,NM,"BELEN, NM",United States,0101000020E610000076FD82DDB0B15AC0863DEDF0D7544140
BELLEAIRBLUFFS-FL.GOV,City,Non-Federal Agency,Belleair Bluffs,FL,"BELLEAIR BLUFFS, FL",United States,0101000020E6100000984C158C4AB454C016359886E1EB3B40
BELLEMEADE-KY.GOV,City,Non-Federal Agency,Louisville,KY,"LOUISVILLE, KY",United States,0101000020E61000005890662C9A7055C0E3AAB2EF8A204340
BELLEVUEIA.GOV,City,Non-Federal Agency,Bellevue,IA,"BELLEVUE, IA",United States,0101000020E6100000863DEDF0D78C5EC0F5108DEE20CE4740
BELLEVUEWA.GOV,City,Non-Federal Agency,Bellevue,WA,"BELLEVUE, WA",United States,0101000020E6100000863DEDF0D78C5EC0F5108DEE20CE4740
BELMONT-MA.GOV,City,Non-Federal Agency,Belmont,MA,"BELMONT, MA",United States,0101000020E6100000280F0BB5A6915EC0AD86C43D96C24240
BELOITWI.GOV,City,Non-Federal Agency,Beloit,WI,"BELOIT, WI",United States,0101000020E6100000AE2AFBAE084256C0F775E09C11414540
BELTONPARKSMO.GOV,City,Non-Federal Agency,Belton,MO,"BELTON, MO",United States,0101000020E6100000832F4CA60AA257C05DFE43FAED674340
BELTONTEXAS.GOV,City,Non-Federal Agency,Belton,TX,"BELTON, TX",United States,0101000020E6100000832F4CA60AA257C05DFE43FAED674340
BENDOREGON.GOV,City,Non-Federal Agency,Bend,OR,"BEND, OR",United States,0101000020E61000008386FE092E545EC0DDCD531D72074640
BENSALEMPA.GOV,City,Non-Federal Agency,Bensalem,PA,"BENSALEM, PA",United States,0101000020E6100000B05582C5E1BC52C0FE65F7E4610D4440
BENSONAZ.GOV,City,Non-Federal Agency,Benson,AZ,"BENSON, AZ",United States,0101000020E610000026016A6AD9925BC0481B47ACC5F73F40
BENTONCHARTERTOWNSHIP-MI.GOV,City,Non-Federal Agency,Benton Harbor,MI,"BENTON HARBOR, MI",United States,0101000020E6100000E50AEF72119D55C0DE8E705AF00E4540
BEREAKY.GOV,City,Non-Federal Agency,Berea,KY,"BEREA, KY",United States,0101000020E6100000423EE8D9AC7654C03B8DB454DEAE4440
BERLINMD.GOV,City,Non-Federal Agency,Berlin,MD,"BERLIN, MD",United States,0101000020E610000032C9C859D8CB51C0E44EE960FD3B4640
BERLINNH.GOV,City,Non-Federal Agency,Berlin,NH,"BERLIN, NH",United States,0101000020E610000032C9C859D8CB51C0E44EE960FD3B4640
BERWYN-IL.GOV,City,Non-Federal Agency,Berwyn,IL,"BERWYN, IL",United States,0101000020E61000003F74417DCBF255C0FE261422E0EC4440
BETHANYBEACH-DE.GOV,City,Non-Federal Agency,Bethany Beach,DE,"BETHANY BEACH, DE",United States,0101000020E61000002BD9B11188C352C0691D554D10454340
BETHEL-CT.GOV,City,Non-Federal Agency,Bethel,CT,"BETHEL, CT",United States,0101000020E6100000E38DCC237F5A52C05DF92CCF83AF4440
BETHEL-OH.GOV,City,Non-Federal Agency,Bethel,OH,"BETHEL, OH",United States,0101000020E6100000E38DCC237F5A52C05DF92CCF83AF4440
BEVERLYHILLS-CA.GOV,City,Non-Federal Agency,Beverly Hills,CA,"BEVERLY HILLS, CA",United States,0101000020E610000051A04FE449CE54C033DC80CF0F434540
BEVERLYHILLSCA.GOV,City,Non-Federal Agency,Beverly Hills,CA,"BEVERLY HILLS, CA",United States,0101000020E610000051A04FE449CE54C033DC80CF0F434540
BEVERLYMA.GOV,City,Non-Federal Agency,Beverly,MA,"BEVERLY, MA",United States,0101000020E610000011363CBD52B851C07A8D5DA27A474540
BIGGS-CA.GOV,City,Non-Federal Agency,Biggs,CA,"BIGGS, CA",United States,0101000020E6100000560E2DB29D6D5EC046990D32C9B44340
BIGSANDYTX.GOV,City,Non-Federal Agency,Big Sandy,TX,"BIG SANDY, TX",United States,0101000020E6100000B7B41A12F7C657C01F85EB51B84A4040
BINGHAMTON-NY.GOV,City,Non-Federal Agency,Binghamton,NY,"BINGHAMTON, NY",United States,0101000020E6100000622D3E05C0FA52C09B38B9DFA10C4540
BIRMINGHAMAL.GOV,City,Non-Federal Agency,Birmingham,AL,"BIRMINGHAM, AL",United States,0101000020E61000007E5704FF5BB355C0ED2AA4FCA4C24040
BISCAYNEPARKFL.GOV,City,Non-Federal Agency,Biscayne Park,FL,"BISCAYNE PARK, FL",United States,0101000020E6100000166A4DF38E0B54C01973D712F2E13940
BISMARCKND.GOV,City,Non-Federal Agency,Bismarck,ND,"BISMARCK, ND",United States,0101000020E61000004A24D1CB283259C01630815B77674740
BIXBYOK.GOV,City,Non-Federal Agency,Bixby,OK,"BIXBY, OK",United States,0101000020E6100000C6F99B5088F857C00DC347C494F84140
BLAIRSVILLE-GA.GOV,City,Non-Federal Agency,Blairsville,GA,"BLAIRSVILLE, GA",United States,0101000020E61000007BA01518B2D053C03A58FFE730374440
BLANDING-UT.GOV,City,Non-Federal Agency,Blanding,UT,"BLANDING, UT",United States,0101000020E61000007B6649809A5E5BC056BC9179E4CF4240
BLENDONTOWNSHIP-MI.GOV,City,Non-Federal Agency,Hudsonville,MI,"HUDSONVILLE, MI",United States,0101000020E6100000D66EBBD05C7755C081B22957786F4540
BLOOMINGDALE-GA.GOV,City,Non-Federal Agency,Bloomingdale,GA,"BLOOMINGDALE, GA",United States,0101000020E6100000213CDA38628F54C0BF654E97C5E43B40
BLOOMINGTON-MN.GOV,City,Non-Federal Agency,Bloomington,MN,"BLOOMINGTON, MN",United States,0101000020E61000004243FF04175357C0083D9B559F6B4640
BLUEASH-OH.GOV,City,Non-Federal Agency,Blue Ash,OH,"BLUE ASH, OH",United States,0101000020E6100000B5C35F93351855C004560E2DB29D4340
BOCARATON-FL.GOV,City,Non-Federal Agency,Boca Raton,FL,"BOCA RATON, FL",United States,0101000020E61000000C93A982510554C0F9669B1BD35B3A40
BOERNE-TX.GOV,City,Non-Federal Agency,Boerne,TX,"BOERNE, TX",United States,0101000020E6100000CDE9B298D8AE58C07A7077D66ECB3D40
BOISEIDAHO.GOV,City,Non-Federal Agency,Boise,ID,"BOISE, ID",United States,0101000020E6100000C2172653050D5DC04A0C022B87CE4540
BOLTON-MA.GOV,City,Non-Federal Agency,Bolton,MA,"BOLTON, MA",United States,0101000020E6100000D74CBED9E6E651C07A8D5DA27A374540
BONNEYTEXAS.GOV,City,Non-Federal Agency,Bonney,TX,"BONNEY, TX",United States,0101000020E6100000E9263108ACDC57C0B7EEE6A90E513D40
BOSQUEFARMSNM.GOV,City,Non-Federal Agency,Bosque Farms,NM,"BOSQUE FARMS, NM",United States,0101000020E61000009A779CA223AD5AC02FA3586E696D4140
BOSTON.GOV,City,Non-Federal Agency,Boston,MA,"BOSTON, MA",United States,0101000020E61000000BD28C45D3C351C0E0F3C308E12D4540
BOULDERCOLORADO.GOV,City,Non-Federal Agency,Boulder,CO,"BOULDER, CO",United States,0101000020E6100000B37BF2B050515AC02EE23B31EB014440
BOURBON-IN.GOV,City,Non-Federal Agency,Bremen,IN,"BREMEN, IN",United States,0101000020E61000005A643BDF4F4955C04E9CDCEF50DC4040
BOWLINGGREEN-MO.GOV,City,Non-Federal Agency,Bowling Green,MO,"BOWLING GREEN, MO",United States,0101000020E61000005C2041F1639C55C0904946CEC27E4240
BOWLINGGREENKY.GOV,City,Non-Federal Agency,Bowling Green,KY,"BOWLING GREEN, KY",United States,0101000020E61000005C2041F1639C55C0904946CEC27E4240
BOWMAR.GOV,City,Non-Federal Agency,Bow Mar,CO,"BOW MAR, CO",United States,0101000020E6100000105D50DF32435AC01CB62DCA6CD04340
BOYCEVA.GOV,City,Non-Federal Agency,Boyce,VA,"BOYCE, VA",United States,0101000020E6100000B0389CF9D52A57C06B65C22FF5633F40
BOYLSTON-MA.GOV,City,Non-Federal Agency,Boylston,MA,"BOYLSTON, MA",United States,0101000020E61000005BB6D61709ED51C0C3F0113125324540
BOZEMAN-MT.GOV,City,Non-Federal Agency,Bozeman,MT,"BOZEMAN, MT",United States,0101000020E6100000C3BB5CC477C25BC0FB5C6DC5FED64640
BRADLEYBEACHNJ.GOV,City,Non-Federal Agency,Bradley Beach,NJ,"BRADLEY BEACH, NJ",United States,0101000020E6100000E23B31EBC58052C01956F146E6194440
BRANFORD-CT.GOV,City,Non-Federal Agency,Branford,CT,"BRANFORD, CT",United States,0101000020E61000000EBE30992A3452C040F67AF7C7A34440
BRANSONMO.GOV,City,Non-Federal Agency,Branson,MO,"BRANSON, MO",United States,0101000020E610000055F65D11FC4D57C04AB54FC763524240
BRASWELLGA.GOV,City,Non-Federal Agency,Rockmart,GA,"ROCKMART, GA",United States,0101000020E6100000F14BFDBCA94255C01C7C613255004140
BRAWLEY-CA.GOV,City,Non-Federal Agency,Brawley,CA,"BRAWLEY, CA",United States,0101000020E6100000320395F1EFE15CC0A1F31ABB447D4040
BRECKENRIDGETX.GOV,City,Non-Federal Agency,Breckenridge,TX,"BRECKENRIDGE, TX",United States,0101000020E610000080608E1EBFB958C0E21E4B1FBA604040
BREMENGA.GOV,City,Non-Federal Agency,Bremen,GA,"BREMEN, GA",United States,0101000020E61000005A643BDF4F4955C04E9CDCEF50DC4040
BREMERTONWA.GOV,City,Non-Federal Agency,Bremerton,WA,"BREMERTON, WA",United States,0101000020E61000000D897B2C7DA85EC0F12E17F19DC84740
BRENTWOOD-TN.GOV,City,Non-Federal Agency,Brentwood,TN,"BRENTWOOD, TN",United States,0101000020E6100000D252793BC24F52C072A774B0FE634440
BRENTWOODCA.GOV,City,Non-Federal Agency,Brentwood,CA,"BRENTWOOD, CA",United States,0101000020E6100000D252793BC24F52C072A774B0FE634440
BRENTWOODMD.GOV,City,Non-Federal Agency,Brentwood,MD,"BRENTWOOD, MD",United States,0101000020E6100000D252793BC24F52C072A774B0FE634440
BRENTWOODNH.GOV,City,Non-Federal Agency,Brentwood,NH,"BRENTWOOD, NH",United States,0101000020E6100000D252793BC24F52C072A774B0FE634440
BREWSTER-MA.GOV,City,Non-Federal Agency,Brewster,MA,"BREWSTER, MA",United States,0101000020E6100000EF552B137E6752C0FB05BB61DBB24440
BREWSTERVILLAGE-NY.GOV,City,Non-Federal Agency,Brewster,NY,"BREWSTER, NY",United States,0101000020E6100000EF552B137E6752C0FB05BB61DBB24440
BRIDGEPORTCT.GOV,City,Non-Federal Agency,Bridgeport,CT,"BRIDGEPORT, CT",United States,0101000020E610000057CF49EF1B4D52C0DA8F149161954440
BRIDGEVIEW-IL.GOV,City,Non-Federal Agency,Bridgeview,IL,"BRIDGEVIEW, IL",United States,0101000020E610000081B2295778F355C06B82A8FB00E04440
BRIMFIELDOHIO.GOV,City,Non-Federal Agency,Kent,OH,"KENT, OH",United States,0101000020E6100000BBF2599E078F5EC05B087250C2B04740
BRISTOLCT.GOV,City,Non-Federal Agency,Bristol,CT,"BRISTOL, CT",United States,0101000020E6100000BB44F5D6C03C52C067614F3BFCD54440
BRLA.GOV,City,Non-Federal Agency,Baton Rouge,LA,"BATON ROUGE, LA",United States,0101000020E610000032E6AE25E4C956C008AC1C5A64733E40
BROADVIEW-IL.GOV,City,Non-Federal Agency,Broadview,IL,"BROADVIEW, IL",United States,0101000020E6100000F12E17F19DF655C01F2E39EE94EE4440
BROKENARROWOK.GOV,City,Non-Federal Agency,Broken Arrow,OK,"BROKEN ARROW, OK",United States,0101000020E610000074417DCB9CF257C082E2C798BB064240
BROOKFIELD-WI.GOV,City,Non-Federal Agency,Brookfield,WI,"BROOKFIELD, WI",United States,0101000020E6100000666B7D91D00656C0328FFCC1C0874540
BROOKFIELDCT.GOV,City,Non-Federal Agency,Brookfield,CT,"BROOKFIELD, CT",United States,0101000020E6100000666B7D91D00656C0328FFCC1C0874540
BROOKFIELDIL.GOV,City,Non-Federal Agency,Brookfield,IL,"BROOKFIELD, IL",United States,0101000020E6100000666B7D91D00656C0328FFCC1C0874540
BROOKHAVENGA.GOV,City,Non-Federal Agency,Dunwoody,GA,"DUNWOODY, GA",United States,0101000020E6100000CF66D5E76A1555C0F792C6681DF94040
BROOKLINEMA.GOV,City,Non-Federal Agency,Brookline,MA,"BROOKLINE, MA",United States,0101000020E61000005665DF15C1C751C07C0F971C772A4540
BROOKLYNOHIO.GOV,City,Non-Federal Agency,Brooklyn,OH,"BROOKLYN, OH",United States,0101000020E6100000E23B31EBC57C52C097900F7A36534440
BROOKLYNWI.GOV,City,Non-Federal Agency,Brooklyn,WI,"BROOKLYN, WI",United States,0101000020E6100000E23B31EBC57C52C097900F7A36534440
BROWNSVILLETN.GOV,City,Non-Federal Agency,Brownsville,TN,"BROWNSVILLE, TN",United States,0101000020E6100000809A5AB6D65F58C0022B8716D9E63940
BROWNWOODTEXAS.GOV,City,Non-Federal Agency,Brownwood,TX,"BROWNWOOD, TX",United States,0101000020E61000009D465A2A6FBF58C01366DAFE95B53F40
BRYCECANYONCITYUT.GOV,City,Non-Federal Agency,Bryce Canyon City,UT,"BRYCE CANYON CITY, UT",United States,0101000020E6100000CBDB114E0B0A5CC0FC8C0B0742D64240
BRYSONCITYNC.GOV,City,Non-Federal Agency,Bryson City,NC,"BRYSON CITY, NC",United States,0101000020E61000009B38B9DFA1DC54C0C16ED8B628B74140
BUCKEYEAZ.GOV,City,Non-Federal Agency,Buckeye,AZ,"BUCKEYE, AZ",United States,0101000020E6100000C503CAA65C255CC0018750A566AF4040
BUCKSPORTMAINE.GOV,City,Non-Federal Agency,Bucksport,ME,"BUCKSPORT, ME",United States,0101000020E610000094C151F2EA3251C0680586AC6E494640
BUENAVISTACO.GOV,City,Non-Federal Agency,Buena Vista,CO,"BUENA VISTA, CO",United States,0101000020E6100000BD35B05582F954C02041F163CCB54540
BUNKERHILLTX.GOV,City,Non-Federal Agency,Houston,TX,"HOUSTON, TX",United States,0101000020E6100000A7CB6262F33F56C0AC8BDB6800F34040
BURBANKCA.GOV,City,Non-Federal Agency,Burbank,CA,"BURBANK, CA",United States,0101000020E6100000D9CEF753E3F155C0AEF02E17F1DD4440
BURBANKIL.GOV,City,Non-Federal Agency,Burbank,IL,"BURBANK, IL",United States,0101000020E6100000D9CEF753E3F155C0AEF02E17F1DD4440
BURIENWA.GOV,City,Non-Federal Agency,Burien,WA,"BURIEN, WA",United States,0101000020E61000001C25AFCE31965EC0A3586E6935BC4740
BURKITTSVILLE-MD.GOV,City,Non-Federal Agency,Burkittsville,MD,"BURKITTSVILLE, MD",United States,0101000020E6100000F146E6913F6853C0D80DDB1665B24340
BURLINGTON-WI.GOV,City,Non-Federal Agency,Burlington,WI,"BURLINGTON, WI",United States,0101000020E6100000158C4AEA04DC53C0F146E6913F0C4240
BURLINGTONKANSAS.GOV,City,Non-Federal Agency,Burlington,KS,"BURLINGTON, KS",United States,0101000020E6100000158C4AEA04DC53C0F146E6913F0C4240
BURLINGTONNC.GOV,City,Non-Federal Agency,Burlington,NC,"BURLINGTON, NC",United States,0101000020E6100000158C4AEA04DC53C0F146E6913F0C4240
