Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email
BRECKENRIDGETX.GOV,City,Non-Federal Agency,City of Breckenridge,Breckenridge,TX,(blank)
BREMENGA.GOV,City,Non-Federal Agency,City of Bremen,Bremen,GA,bremenit@bremenga.gov
BREMERTONWA.GOV,City,Non-Federal Agency,City of Bremerton,Bremerton,WA,(blank)
BRENTWOODCA.GOV,City,Non-Federal Agency,City of Brentwood,Brentwood,CA,(blank)
BRENTWOODMD.GOV,City,Non-Federal Agency,Town of Brentwood,Brentwood,MD,(blank)
BRENTWOODNH.GOV,City,Non-Federal Agency,Town of Brentwood,Brentwood,NH,(blank)
BRENTWOODTN.GOV,City,Non-Federal Agency,City of Brentwood,Brentwood,TN,(blank)
BREWERMAINE.GOV,City,Non-Federal Agency,City of Brewer,Brewer,ME,(blank)
BREWSTER-MA.GOV,City,Non-Federal Agency,Town of Brewster,Brewster,MA,(blank)
BREWSTERVILLAGE-NY.GOV,City,Non-Federal Agency,Brewster of Village,Brewster,NY,(blank)
BRICKTOWNSHIP-NJ.GOV,City,Non-Federal Agency,Township of Brick,Brick,NJ,postmaster@twp.brick.nj.us
BRIDGEPORTCT.GOV,City,Non-Federal Agency,City of Bridgeport,Bridgeport,CT,(blank)
BRIDGEVIEW-IL.GOV,City,Non-Federal Agency,Village of Bridgeview,Bridgeview,IL,(blank)
BRIDGEWATER-CT.GOV,City,Non-Federal Agency,Town of Bridgewater CT,Bridgewater,CT,(blank)
BRIDGEWATERNJ.GOV,City,Non-Federal Agency,Bridgewater Township,Bridgewater,NJ,(blank)
BRIELLENJ.GOV,City,Non-Federal Agency,Borough of Brielle,Brielle,NJ,info@brielleboro.com
BRIGHTONCO.GOV,City,Non-Federal Agency,City of Brighton,Brighton,CO,(blank)
BRIMFIELDOHIO.GOV,City,Non-Federal Agency,Brimfield Township,Kent,OH,nrodd@brimfieldohio.gov
BRISTOLCT.GOV,City,Non-Federal Agency,City of Bristol,Bristol,CT,scottsmith@bristolct.gov
BRISTOLNH.GOV,City,Non-Federal Agency,Town of Bristol,Bristol,NH,townadmin@townofbristolnh.org
BRISTOLRI.GOV,City,Non-Federal Agency,Town of Bristol,Bristol,RI,(blank)
BRLA.GOV,City,Non-Federal Agency,City of Baton Rouge / Parish of East Baton Rouge,Baton Rouge,LA,(blank)
BROADVIEW-IL.GOV,City,Non-Federal Agency,Village of Broadview,Broadview,IL,(blank)
BROCKTON-MA.GOV,City,Non-Federal Agency,City of Brockton,Brockton,MA,(blank)
BROKENARROWOK.GOV,City,Non-Federal Agency,City of Broken Arrow,Broken Arrow,OK,(blank)
BROOKFIELD-WI.GOV,City,Non-Federal Agency,City of Brookfield,Brookfield,WI,(blank)
BROOKFIELDCT.GOV,City,Non-Federal Agency,Town of Brookfield,Brookfield,CT,dsecore@brookfieldct.gov
BROOKFIELDIL.GOV,City,Non-Federal Agency,Village Of Brookfield,Brookfield ,IL,(blank)
BROOKHAVEN-MS.GOV,City,Non-Federal Agency,City of Brookhaven,Brookhaven,MS,(blank)
BROOKHAVENGA.GOV,City,Non-Federal Agency,City of Brookhaven,Brookhaven,GA,(blank)
BROOKHAVENNY.GOV,City,Non-Federal Agency,Town of Brookhaven,Farmingville,NY,(blank)
BROOKLINEMA.GOV,City,Non-Federal Agency,Town of Brookline,Brookline,MA,bvivante@brooklinema.gov
BROOKLYNOHIO.GOV,City,Non-Federal Agency,City of Brooklyn,Brooklyn,OH,it@brooklynohio.gov
BROOKLYNWI.GOV,City,Non-Federal Agency,Village of Brooklyn,Brooklyn,WI,(blank)
BROWNSVILLETN.GOV,City,Non-Federal Agency,City of Brownsville,Brownsville,TN,(blank)
BROWNSVILLETX.GOV,City,Non-Federal Agency,City of Brownsville,Brownsville,TX,webmaster@cob.us
BROWNWOODTEXAS.GOV,City,Non-Federal Agency,CITY OF BROWNWOOD,Brownwood,TX,(blank)
BRUNSWICKMD.GOV,City,Non-Federal Agency,City of Brunswick,Brunswick,MD,(blank)
BRYANTX.GOV,City,Non-Federal Agency,"City of Bryan, TX",Bryan,TX,(blank)
BRYCECANYONCITYUT.GOV,City,Non-Federal Agency,Bryce Canyon City,Bryce Canyon City,UT,(blank)
BRYSONCITYNC.GOV,City,Non-Federal Agency,Town of Bryson City,Bryson City,NC,carlapassmore@brysoncitync.gov
BUCHANAN-VA.GOV,City,Non-Federal Agency,TOWN OF BUCHANAN,BUCHANAN,VA,(blank)
BUCKEYEAZ.GOV,City,Non-Federal Agency,City of Buckeye,Buckeye,AZ,(blank)
BUCKSPORTMAINE.GOV,City,Non-Federal Agency,Town of Bucksport,Bucksport,ME,jmorrill@bucksportmaine.gov
BUENAVISTACO.GOV,City,Non-Federal Agency,Town of Buena Vista,Buena Vista,CO,(blank)
BUFFALONY.GOV,City,Non-Federal Agency,City of Buffalo,Buffalo,NY,(blank)
BULLHEADCITYAZ.GOV,City,Non-Federal Agency,City of Bullhead City,Bullhead City,AZ,(blank)
BULLVALLEYIL.GOV,City,Non-Federal Agency,Village of Bull Valley,Bull Valley,IL,tdickens.bullvalleypd@gmail.com
BULVERDETX.GOV,City,Non-Federal Agency,"City of Bulverde, Texas",Bulverde,TX,(blank)
BUNKERHILLTX.GOV,City,Non-Federal Agency,CITY OF BUNKER HILL VILLAGE,HOUSTON,TX,(blank)
BURBANKCA.GOV,City,Non-Federal Agency,City of Burbank,Burbank,CA,(blank)
BURBANKIL.GOV,City,Non-Federal Agency,The City of Burbank Illinois,Burbank,IL,(blank)
BURGAWNC.GOV,City,Non-Federal Agency,Town of Burgaw,Burgaw,NC,jgantt@townofburgaw.com
BURIENWA.GOV,City,Non-Federal Agency,City of Burien,Burien,WA,(blank)
BURKITTSVILLE-MD.GOV,City,Non-Federal Agency,Town of Burkittsville,Burkittsville,MD,(blank)
BURLINGTON-WI.GOV,City,Non-Federal Agency,City of Burlington,Burlington,WI,(blank)
BURLINGTONKANSAS.GOV,City,Non-Federal Agency,City of Burlington,Burlington,KS,jhugunin@burlingtonkansas.gov
BURLINGTONNC.GOV,City,Non-Federal Agency,City of Burlington,Burlington,NC,(blank)
BURLINGTONND.GOV,City,Non-Federal Agency,City of Burlington,Burlington,ND,(blank)
BURLINGTONVT.GOV,City,Non-Federal Agency,City of Burlington,Burlington,VT,(blank)
BURLINGTONWA.GOV,City,Non-Federal Agency,City of Burlington,Burlington,WA,(blank)
BURNHAM-IL.GOV,City,Non-Federal Agency,Village of Burnham,Burnham,IL,security@burnham-il.gov
BURNSHARBOR-IN.GOV,City,Non-Federal Agency,Town of Burns Harbor,Burns Harbor,IN,(blank)
BURNSVILLEMN.GOV,City,Non-Federal Agency,City of Burnsville,Burnsville,MN,ryan.huss@burnsvillemn.gov
BURR-RIDGE.GOV,City,Non-Federal Agency,Village of Burr Ridge,Burr Ridge,IL,bmiller@orbis-it.com
BURTONMI.GOV,City,Non-Federal Agency,City of Burton,Burton,MI,(blank)
BUTLERWI.GOV,City,Non-Federal Agency,Village of Butler,Butler,WI,(blank)
BYESVILLEOH.GOV,City,Non-Federal Agency,Village of Byesville,Byesville,OH,(blank)
CABOTAR.GOV,City,Non-Federal Agency,City of Cabot,Cabot,AR,mhood@cabotar.gov
CABQ.GOV,City,Non-Federal Agency,City  of Albuquerque New Mexico,Albuquerque,NM,(blank)
CALAISVERMONT.GOV,City,Non-Federal Agency,Town of Calais,East Calais,VT,(blank)
CALDWELLTX.GOV,City,Non-Federal Agency,City of Caldwell,Caldwell,TX,(blank)
CALEDONIA-WI.GOV,City,Non-Federal Agency,Village of Caledonia,Racine,WI,(blank)
CALEDONIAMN.GOV,City,Non-Federal Agency,City of Caledonia,Caledonia,MN,(blank)
CALIFORNIACITY-CA.GOV,City,Non-Federal Agency,City of California City,California City,CA,(blank)
CALUMETTWP-IN.GOV,City,Non-Federal Agency,Calumet Township Trustee Office,Gary,IN,(blank)
CAMBRIDGEMA.GOV,City,Non-Federal Agency,"City of Cambridge, Ma",Cambridge,MA,smaywalt@cambridgema.gov
CAMBRIDGENY.GOV,City,Non-Federal Agency,The Village of Cambridge,Cambridge,NY,(blank)
CAMDENMAINE.GOV,City,Non-Federal Agency,Town of Camden,Camden,ME,acaler@camdenmaine.gov
CAMDENTN.GOV,City,Non-Federal Agency,City Of Camden,Camden,TN,(blank)
CAMPBELLCA.GOV,City,Non-Federal Agency,City of Campbell,Campbell,CA,MIS@CAMPBELLCA.GOV
CAMPBELLOHIO.GOV,City,Non-Federal Agency,City of Campbell Ohio,Campbell,OH,(blank)
CANALWINCHESTEROHIO.GOV,City,Non-Federal Agency,City of Canal Winchester,Canal Winchester,OH,rbrown@canalwinchesterohio.gov
CANANDAIGUANEWYORK.GOV,City,Non-Federal Agency,City of Canandaigua,Canandaigua,NY,(blank)
CANBYMN.GOV,City,Non-Federal Agency,City of Canby,Canby,MN,(blank)
CANBYOREGON.GOV,City,Non-Federal Agency,City of Canby,Canby,OR,(blank)
CANFIELD.GOV,City,Non-Federal Agency,City of Canfield,Canfield,OH,(blank)
CANNONFALLSMN.GOV,City,Non-Federal Agency,City of Cannon Falls,Cannon Falls,MN,(blank)
CANTONGA.GOV,City,Non-Federal Agency,City of Canton,Canton,GA,(blank)
CANTONNY.GOV,City,Non-Federal Agency,Village of Canton,Canton,NY,(blank)
CANTONOHIO.GOV,City,Non-Federal Agency,"City of Canton, Ohio",Canton,OH,(blank)
CANTONTWP-OH.GOV,City,Non-Federal Agency,"Canton Township Board of Trustees - Stark County, OH",Canton,OH,(blank)
CANTONTX.GOV,City,Non-Federal Agency,"City of Canton, Texas",Canton,TX,djohnson@cantontx.gov
CANYONLAKECA.GOV,City,Non-Federal Agency,City of Canyon Lake,Canyon Lake,CA,(blank)
CAPECORALFL.GOV,City,Non-Federal Agency,City of Cape Coral,Cape Coral,FL,infosec@capecoral.net
CAPITOLHEIGHTSMD.GOV,City,Non-Federal Agency,Town of Capitol Heights Maryland,Capitol Heights,MD,(blank)
CARLISLEMA.GOV,City,Non-Federal Agency,Town of Carlisle,Carlisle,MA,(blank)
CARLSBADCA.GOV,City,Non-Federal Agency,City of Carlsbad,Carlsbad,CA,security@CarlsbadCA.gov
CARMELTOWNSHIP-MI.GOV,City,Non-Federal Agency,Carmel Township,CHARLOTTE,MI,(blank)
CARNATIONWA.GOV,City,Non-Federal Agency,City of Carnation,Carnation,WA,(blank)
CARPINTERIACA.GOV,City,Non-Federal Agency,City of Carpinteria,Carpinteria,CA,licettem@ci.carpinteria.ca.us
CARRBORONC.GOV,City,Non-Federal Agency,"Town of Carrboro, NC",Carrboro,NC,avogel@townofcarrboro.org
CARROLLTON-GA.GOV,City,Non-Federal Agency,City of Carrollton,Carrollton,GA,(blank)
CARROLLTONTX.GOV,City,Non-Federal Agency,City of Carrollton,Carrollton,TX,security@cityofcarrollton.com
CARSONCA.GOV,City,Non-Federal Agency,"City of Carson, California",Carson,CA,kkennedy@carson.ca.us
CARTERLAKE-IA.GOV,City,Non-Federal Agency,City of Carter Lake,Carter Lake,IA,lisa.ruehle@carterlake-ia.gov
CARTERSVILLEGA.GOV,City,Non-Federal Agency,City of Cartersville,Cartersville,GA,sgrier@cityofcartersville.org
CARTHAGEMO.GOV,City,Non-Federal Agency,City of Carthage,Carthage,MO,(blank)
CARVERMA.GOV,City,Non-Federal Agency,Town of Carver,Carver,MA,(blank)
CARYNC.GOV,City,Non-Federal Agency,Town of Cary,Cary,NC,(blank)
CASAGRANDEAZ.GOV,City,Non-Federal Agency,City of Casa Grande,Casa Grande,AZ,noc@casagrandeaz.gov
CASPERWY.GOV,City,Non-Federal Agency,City of Casper ,Casper,WY,cedwards@casperwy.gov
CASTLEHILLS-TX.GOV,City,Non-Federal Agency,City of Castle Hills,Castle Hills,TX,(blank)
CASTLEPINESCO.GOV,City,Non-Federal Agency,City Of Castle Pines,Castle Pines,CO,tobi@castlepinesco.gov
CASTROVILLETX.GOV,City,Non-Federal Agency,City of Castroville,Castroville,TX,(blank)
CATHEDRALCITY.GOV,City,Non-Federal Agency,City of Cathedral City,Cathedral City,CA,(blank)
CAVECREEKAZ.GOV,City,Non-Federal Agency,Town of Cave Creek,Cave Creek,AZ,informationtechnology@cavecreek.org
CAVESPRINGSAR.GOV,City,Non-Federal Agency,City of Cave Springs,Cave Springs,AR,(blank)
CAYCESC.GOV,City,Non-Federal Agency,City of Cayce,Cayce,SC,webmaster@caycesc.gov
CECILGA.GOV,City,Non-Federal Agency,City of Cecil,Cecil,GA,(blank)
CECILTONMD.GOV,City,Non-Federal Agency,Town of Cecilton,Cecilton ,MD,(blank)
CECILTOWNSHIP-PA.GOV,City,Non-Federal Agency,Cecil Township PA,Cecil,PA,(blank)
CEDARHURST.GOV,City,Non-Federal Agency,Inc. Village of Cedarhurst,cedarhurst,NY,(blank)
CEDARPARKTEXAS.GOV,City,Non-Federal Agency,City of Cedar Park,Cedar Park,TX,(blank)
CEDARTOWNGEORGIA.GOV,City,Non-Federal Agency,City of Cedartown,Cedartown,GA,(blank)
CELINA-TX.GOV,City,Non-Federal Agency,City of Celina,Celina,TX,jmendez@celina-tx.gov
CENTENNIALCO.GOV,City,Non-Federal Agency,CIty of Centennial,Centennial,CO,(blank)
CENTERCO.GOV,City,Non-Federal Agency,Town of Center,Center,CO,(blank)
CENTERLINE.GOV,City,Non-Federal Agency,"City of Center Line, Michigan",Center Line,MI,(blank)
CENTERVILLEOHIO.GOV,City,Non-Federal Agency,City of Centerville,Centerville,OH,it@centervilleohio.gov
CENTERVILLETX.GOV,City,Non-Federal Agency,City of Centerville,Centerville,TX,(blank)
CENTERVILLEUTAH.GOV,City,Non-Federal Agency,Centerville City Corp,Centerville,UT,security@centervilleut.com
CENTRAL-LA.GOV,City,Non-Federal Agency,City of Central,Central,LA,(blank)
CENTRALCITYIA.GOV,City,Non-Federal Agency,City of Central City,Central City,IA,(blank)
CENTRALFALLSRI.GOV,City,Non-Federal Agency,City of Central Falls RI,Central Falls,RI,(blank)
CENTRALPOINTOREGON.GOV,City,Non-Federal Agency,City of Central Point,Central Point,OR,(blank)
CEREDOWV.GOV,City,Non-Federal Agency,Town of Ceredo,Ceredo,WV,infosec@ceredowv.gov
CGAZ.GOV,City,Non-Federal Agency,City of Casa Grande,Casa Grande,AZ,(blank)
CHADDSFORDPA.GOV,City,Non-Federal Agency,Chadds Ford Township,Chadds Ford,PA,info@chaddsfordpa.gov
CHAMBERSBURGPA.GOV,City,Non-Federal Agency,Borough of Chambersburg,Chambersburg,PA,(blank)
CHAMBLEEGA.GOV,City,Non-Federal Agency,City of Chamblee,Chamblee,GA,(blank)
CHAMPAIGN-IL.GOV,City,Non-Federal Agency,City of Champaign,Champaign,IL,(blank)
CHAMPAIGNIL.GOV,City,Non-Federal Agency,City of Champaign,Champaign,IL,(blank)
CHANDLERAZ.GOV,City,Non-Federal Agency,City of Chandler,Chandler,AZ,IT-SecurityNotifications@chandleraz.gov
CHARLESTON-SC.GOV,City,Non-Federal Agency,City of Charleston,Charleston,SC,torresi@charleston-sc.gov
CHARLESTONWV.GOV,City,Non-Federal Agency,City of Charleston,Charleston,WV,isso@cityofcharleston.org
CHARLESTOWN-NH.GOV,City,Non-Federal Agency,Town of Charlestown,Charlestown,NH,Jessica@charlestown-nh.gov
CHARLESTOWNRI.GOV,City,Non-Federal Agency,Town of Charlestown,Charlestown,RI,(blank)
CHARLEVOIXMI.GOV,City,Non-Federal Agency,City of Charlevoix,Charlevoix,MI,(blank)
CHARLOTTENC.GOV,City,Non-Federal Agency,City of Charlotte,Charlotte,NC,steven.fisher@charlottenc.gov
CHARLOTTESVILLE.GOV,City,Non-Federal Agency,City of Charlottesville,Charlottesville,VA,(blank)
CHATHAM-MA.GOV,City,Non-Federal Agency,City of Chatham,Chatham,MA,crowe@chatham-ma.gov
CHATHAM-VA.GOV,City,Non-Federal Agency,Town of Chatham,Chatham,VA,(blank)
CHATHAMIL.GOV,City,Non-Federal Agency,Village of Chatham,Chatham,IL,pmccarthy@chathamil.net
CHATHAMTOWNSHIP-NJ.GOV,City,Non-Federal Agency,Township of Chatham,Chatham,NJ,(blank)
CHATSWORTHGA.GOV,City,Non-Federal Agency,City of Chatsworth,Chatsworth,GA,(blank)
CHATTANOOGA.GOV,City,Non-Federal Agency,City of Chattanooga,Chattanooga,TN,itsecurity@chattanooga.gov
CHELMSFORDMA.GOV,City,Non-Federal Agency,"Town of Chelmsford, MA",Chelmsford,MA,network@townofchelmsford.us
CHELSEAMA.GOV,City,Non-Federal Agency,City of Chelsea,Chelsea,MA,rgarcia@chelseama.gov
CHESAPEAKEBEACHMD.GOV,City,Non-Federal Agency,Town of Chesapeake Beach,Chesapeake Beach,MD,(blank)
CHESAPEAKECITY-MD.GOV,City,Non-Federal Agency,Town of Chesapeake City,Chesapeake City,MD,t.lockwood@chesapeakecity-md.gov
CHESAPEAKEVA.GOV,City,Non-Federal Agency,City of Chesapeake,Chesapeake,VA,tstevens@cityofchesapeake.net
CHESHIRE-MA.GOV,City,Non-Federal Agency,Town of Cheshire,Cheshire,MA,(blank)
CHESTER-NY.GOV,City,Non-Federal Agency,Town of Chester,Chester,NY,(blank)
CHESTERFIELD.GOV,City,Non-Federal Agency,"Chesterfield County, VA",Chesterfield,VA,(blank)
CHESTERFIELDTWPNJ.GOV,City,Non-Federal Agency,Chesterfield Township,Chesterfield,NJ,(blank)
CHESTERVT.GOV,City,Non-Federal Agency,Town of Chester,Chester,VT,(blank)
CHESTNUTHILLTWP-PA.GOV,City,Non-Federal Agency,Chestnuthill Township,Brodheadsville,PA,kanderson@ethixa.com
CHEVERLY-MD.GOV,City,Non-Federal Agency,Town of Cheverly,Cheverly,MD,(blank)
CHEVYCHASEVILLAGEMD.GOV,City,Non-Federal Agency,Town of Chevy Chase Village,Chevy Chase,MD,(blank)
CHI.GOV,City,Non-Federal Agency,City of Chicago,Chicago,IL,bruce.coffing@cityofchicago.org
CHICAGO.GOV,City,Non-Federal Agency,City of Chicago,Chicago,IL,doit@cityofchicago.org
CHICAGOELECTIONS.GOV,City,Non-Federal Agency,Board of Election Commissioners for the City of Chicago,Chicago,IL,infosec@chicagoelections.gov
CHICOCA.GOV,City,Non-Federal Agency,City of Chico,Chico,CA,(blank)
CHICOPEEMA.GOV,City,Non-Federal Agency,City of Chicopee,Chicopee,MA,fcervone@chicopeema.gov
CHILLICOTHEOH.GOV,City,Non-Federal Agency,"City of Chillicothe, Ohio",Chillicothe,OH,(blank)
CHILMARKMA.GOV,City,Non-Federal Agency,Town of Chilmark,Chilmark,MA,townadministrator@chilmarkma.gov
CHINAGROVENC.GOV,City,Non-Federal Agency,The Town of China Grove,China Grove,NC,(blank)
CHINCOTEAGUE-VA.GOV,City,Non-Federal Agency,Town of Chincoteague,Chincoteague,VA,(blank)
CHIPPEWAFALLS-WI.GOV,City,Non-Federal Agency,City of Chippewa Falls,Chippewa Falls,WI,(blank)
CHULAVISTACA.GOV,City,Non-Federal Agency,City of Chula Vista,Chula Vista,CA,(blank)
CHURCHHILLTN.GOV,City,Non-Federal Agency,City of Church Hill,Church Hill,TN,taxclerk@churchhilltn.gov
CIBOLOTX.GOV,City,Non-Federal Agency,City of Cibolo,Cibolo,TX,infotech@cibolotx.gov
CINCINNATI-OH.GOV,City,Non-Federal Agency,City of Cincinnati,Cincinnati,OH,TechServMgr@cincinnati-oh.gov
CINCINNATIOHIO.GOV,City,Non-Federal Agency,City of Cincinnati,Cincinnati,OH,(blank)
CISCOTEXAS.GOV,City,Non-Federal Agency,City of Cisco,Cisco,TX,support@kennedycsi.com
CITYKANKAKEE-IL.GOV,City,Non-Federal Agency,CITY OF KANKAKEE IL,KANKAKEE,IL,(blank)
CITYOFADAMS-WI.GOV,City,Non-Federal Agency,City of Adams,Adams,WI,(blank)
CITYOFAIKENSC.GOV,City,Non-Federal Agency,City of Aiken,Aiken,SC,helpdesk@cityofaikensc.gov
CITYOFALBIONMI.GOV,City,Non-Federal Agency,city of albion,albion,MI,(blank)
CITYOFALCOA-TN.GOV,City,Non-Federal Agency,City of Alcoa,Alcoa,TN,(blank)
CITYOFALGOODTN.GOV,City,Non-Federal Agency,City of Algood,Algood,TN,(blank)
CITYOFALMAGA.GOV,City,Non-Federal Agency,The City of Alma Georgia,Alma,GA,(blank)
CITYOFALMATX.GOV,City,Non-Federal Agency,City of Alma,Alma,TX,(blank)
CITYOFAPALACHICOLAFL.GOV,City,Non-Federal Agency,City of Apalachicola,Apalachicola,FL,security@cityofapalachicola.com
CITYOFAUBURNWA.GOV,City,Non-Federal Agency,City of Auburn,Auburn,WA,servicedesk@auburnwa.gov
CITYOFBENTONHARBORMI.GOV,City,Non-Federal Agency,City of Benton Harbor,Benton Harbor,MI,(blank)
CITYOFBLUERIDGEGA.GOV,City,Non-Federal Agency,City of Blue Ridge,Blue Ridge,GA,(blank)
CITYOFBOSTON.GOV,City,Non-Federal Agency,City of Boston,Boston,MA,(blank)
CITYOFBOWIEMD.GOV,City,Non-Federal Agency,City of Bowie,Bowie,MD,ahogue@cityofbowie.org
CITYOFBOWMANGA.GOV,City,Non-Federal Agency,City of Bowman,Bowman,GA,bowmancityclerk@gmail.com
CITYOFBRUNSWICK-GA.GOV,City,Non-Federal Agency,City of Brunswick,Brunswick,GA,IT@cityofbrunswick-ga.gov
CITYOFBURTON-TX.GOV,City,Non-Federal Agency,"City of Burton, Texas",Burton,TX,(blank)
CITYOFCANALFULTON-OH.GOV,City,Non-Federal Agency,City of Canal Fulton,Canal Fulton,OH,(blank)
CITYOFCARSONCA.GOV,City,Non-Federal Agency,"City of Carson, California",Carson,CA,kkennedy@carson.ca.us
CITYOFCAYCE-SC.GOV,City,Non-Federal Agency,City of Cayce,Cayce,SC,(blank)
CITYOFCHAMPAIGN-IL.GOV,City,Non-Federal Agency,City of Champaign,Champaign,IL,(blank)
CITYOFCHAMPAIGNIL.GOV,City,Non-Federal Agency,City of Champaign,Champaign,IL,(blank)
CITYOFCHETEK-WI.GOV,City,Non-Federal Agency,city of chetek,Chetek,WI,clarson@cityofchetek-wi.gov
CITYOFCLAYTONGA.GOV,City,Non-Federal Agency,City of Clayton,Clayton,GA,(blank)
CITYOFCODY-WY.GOV,City,Non-Federal Agency,City Of Cody,Cody,WY,it@cityofcody.com
CITYOFCONWAY-AR.GOV,City,Non-Federal Agency,City of Conway- Information Technology,Conway,AR,(blank)
CITYOFCOWETA-OK.GOV,City,Non-Federal Agency,City of Coweta,Coweta,OK,hr@cityofcoweta-ok.gov
CITYOFCREEDMOORTX.GOV,City,Non-Federal Agency,City of Creedmoor,Creedmoor,TX,(blank)
CITYOFCRISFIELD-MD.GOV,City,Non-Federal Agency,City of Crisfield,Crisfield,MD,(blank)
CITYOFCUDAHYCA.GOV,City,Non-Federal Agency,City of Cudahy ,Cudahy,CA,(blank)
CITYOFDALTON-GA.GOV,City,Non-Federal Agency,Dalton City Information Technology Office,Dalton,GA,(blank)
CITYOFDEERLODGEMT.GOV,City,Non-Federal Agency,City Of Deer Lodge,Deer Lodge,MT,(blank)
CITYOFDOUGLASGA.GOV,City,Non-Federal Agency,City of Douglas,Douglas,GA,bthomas@cityofdouglas.com
CITYOFDUNBARWV.GOV,City,Non-Federal Agency,City of Dunbar,Dunbar,WV,(blank)
CITYOFELKHARTTX.GOV,City,Non-Federal Agency,City of Elkhart,Elkhart,TX,mayor@thecityofelkhart.com
CITYOFELYNV.GOV,City,Non-Federal Agency,City of Ely,Ely,NV,helpdesk@bctnv.com
CITYOFEUDORAKS.GOV,City,Non-Federal Agency,City of Eudora,Eudora,KS,(blank)
CITYOFFARGO-ND.GOV,City,Non-Federal Agency,City of Fargo,Fargo,ND,(blank)
CITYOFFARMERSVILLE-CA.GOV,City,Non-Federal Agency,City of Farmersville,Farmersville,CA,(blank)
CITYOFFARMINGTON-AR.GOV,City,Non-Federal Agency,city of farmington,Farmington,AR,(blank)
CITYOFFOLKSTON-GA.GOV,City,Non-Federal Agency,City of Folkston,Folkston,GA,(blank)
CITYOFFREDERICKMD.GOV,City,Non-Federal Agency,City of Frederick,Frederick,MD,helpdesk@cityoffrederick.com
CITYOFGAFFNEY-SC.GOV,City,Non-Federal Agency,City of Gaffney,Gaffney,SC,(blank)
CITYOFGALENAPARK-TX.GOV,City,Non-Federal Agency,City of Galena Park,Galena Park,TX,(blank)
CITYOFGIGHARBORWA.GOV,City,Non-Federal Agency,City of Gig Harbor,Gig Harbor city,WA,domains@cityofgigharbor.net
CITYOFGROTON-CT.GOV,City,Non-Federal Agency,City of Groton,Groton,CT,nilesd@yurservice.com
CITYOFGROVEOK.GOV,City,Non-Federal Agency,City of Grove,Grove,OK,(blank)
CITYOFGUNNISON-CO.GOV,City,Non-Federal Agency,City of Gunnison,Gunnison,CO,(blank)
CITYOFGUTTENBERGIA.GOV,City,Non-Federal Agency,City of Guttenberg,Guttenberg,IA,gboffice@alpinecom.net
CITYOFHARRISON-MI.GOV,City,Non-Federal Agency,City of Harrison,Harrison,MI,office@cityofharrison-mi.gov
CITYOFHARVEYIL.GOV,City,Non-Federal Agency,City of Harvey,Harvey,IL,chris@harveyunited.com
CITYOFHAYWARD-CA.GOV,City,Non-Federal Agency,City of Hayward,Hayward,CA,carolyn.saputo@hayward-ca.gov
CITYOFHAYWARDWI.GOV,City,Non-Federal Agency,City of Hayward,Hayward,WI,(blank)
CITYOFHERCULANEUM.GOV,City,Non-Federal Agency,City of Herculaneum,Herculaneum,MO,Security@cityofherculaneum.org
CITYOFHIRAMGA.GOV,City,Non-Federal Agency,CITY OF HIRAM,HIRAM,GA,jpalmer@hiram-ga.gov
CITYOFHOKAH-MN.GOV,City,Non-Federal Agency,"City of Hokah, Minnesota",Hokah,MN,(blank)
CITYOFHOLYOKE-CO.GOV,City,Non-Federal Agency,City of Holyoke,Holyoke,CO,(blank)
CITYOFHOMER-AK.GOV,City,Non-Federal Agency,City of Homer,Homer,AK,(blank)
CITYOFHONDO-TX.GOV,City,Non-Federal Agency,City of Hondo,Hondo,TX,(blank)
CITYOFHOODRIVER.GOV,City,Non-Federal Agency,City of Hood River,Hood River,OR,(blank)
CITYOFHOUSTON.GOV,City,Non-Federal Agency,City of Houston,Houston,TX,Security.OperationsCenter@houstontx.gov
